Unnamed: 0,Title,Organization,Skills,Ratings,Review counts,Metadata,input_text,target_text
569,Digital Transformation Using AI/ML with Google Cloud,Google Cloud," Cloud Computing, Google Cloud Platform, Business Transformation, Business Analysis, Data Management, Cloud Applications, Cloud Clients, Cloud Infrastructure, Cloud Platforms, Cloud-Based Integration, Data Analysis, Kubernetes, Machine Learning, Other Cloud Platforms and Tools, Applied Machine Learning, Human Learning, Innovation, Machine Learning Software, Strategy, Strategy and Operations, Customer Analysis, Machine Learning Algorithms, Cloud API, Google App Engine, Business Intelligence, Organizational Development, Algorithms, Leadership and Management, Data Architecture",4.7,4.7(6.8K reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  Cloud Computing, Google Cloud Platform, Business Transformation, Business Analysis, Data Management, Cloud Applications, Cloud Clients, Cloud Infrastructure, Cloud Platforms, Cloud-Based Integration, Data Analysis, Kubernetes, Machine Learning, Other Cloud Platforms and Tools, Applied Machine Learning, Human Learning, Innovation, Machine Learning Software, Strategy, Strategy and Operations, Customer Analysis, Machine Learning Algorithms, Cloud API, Google App Engine, Business Intelligence, Organizational Development, Algorithms, Leadership and Management, Data Architecture",Course title: Digital Transformation Using AI/ML with Google Cloud
418,تحليلات البيانات من Google,Google," Computer Programming, Problem Solving, Python Programming, Programming Principles, Computer Programming Tools, Algebra, Computational Thinking, Exploratory Data Analysis, Mathematics, Data Analysis, Process Analysis, Differential Equations, Theoretical Computer Science, Critical Thinking, Data Analysis Software, Data Visualization, Databases, Decision Making, People Analysis, SQL, Communication",4.7,4.7(171 reviews),Beginner · Professional Certificate · 3 - 6 Months,"Course skills:  Computer Programming, Problem Solving, Python Programming, Programming Principles, Computer Programming Tools, Algebra, Computational Thinking, Exploratory Data Analysis, Mathematics, Data Analysis, Process Analysis, Differential Equations, Theoretical Computer Science, Critical Thinking, Data Analysis Software, Data Visualization, Databases, Decision Making, People Analysis, SQL, Communication",Course title: تحليلات البيانات من Google
559,Introduction to Cloud Computing,IBM," Cloud Computing, Cloud Applications, Cloud Infrastructure, Cloud Platforms, Cloud Storage, DevOps, IBM Cloud",4.6,4.6(5K reviews),Beginner · Course · 1 - 3 Months,"Course skills:  Cloud Computing, Cloud Applications, Cloud Infrastructure, Cloud Platforms, Cloud Storage, DevOps, IBM Cloud",Course title: Introduction to Cloud Computing
461,Practical Data Science with MATLAB,MathWorks," Data Analysis, Exploratory Data Analysis, Matlab, Machine Learning, Data Visualization, Data Analysis Software, Interactive Data Visualization, Probability & Statistics, Statistical Visualization, Applied Machine Learning, Machine Learning Algorithms, Regression, Data Visualization Software, Plot (Graphics), Statistical Analysis, Machine Learning Software, Training, Correlation And Dependence, Data Structures, Feature Engineering, Data Science",4.7,4.7(1K reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  Data Analysis, Exploratory Data Analysis, Matlab, Machine Learning, Data Visualization, Data Analysis Software, Interactive Data Visualization, Probability & Statistics, Statistical Visualization, Applied Machine Learning, Machine Learning Algorithms, Regression, Data Visualization Software, Plot (Graphics), Statistical Analysis, Machine Learning Software, Training, Correlation And Dependence, Data Structures, Feature Engineering, Data Science",Course title: Practical Data Science with MATLAB
225,Google Professional Workspace Administrator,Google Cloud," Leadership and Management, Account Management, Google Cloud Platform, Cloud Management, System Security, Cloud Applications, Cloud Platforms, Security Engineering, Operations Management, Software Security, Network Security, Cloud Computing, Data Management, Security Strategy, Cloud Infrastructure, Organizational Development, Other Cloud Platforms and Tools, Change Management, Cloud-Based Integration, Database Administration, Collaboration, Software As A Service, Strategy and Operations, Computer Security Incident Management, Planning, Strategy, Security Software, Project Management, Accounting",4.7,4.7(2.9K reviews),Beginner · Professional Certificate · 1 - 4 Weeks,"Course skills:  Leadership and Management, Account Management, Google Cloud Platform, Cloud Management, System Security, Cloud Applications, Cloud Platforms, Security Engineering, Operations Management, Software Security, Network Security, Cloud Computing, Data Management, Security Strategy, Cloud Infrastructure, Organizational Development, Other Cloud Platforms and Tools, Change Management, Cloud-Based Integration, Database Administration, Collaboration, Software As A Service, Strategy and Operations, Computer Security Incident Management, Planning, Strategy, Security Software, Project Management, Accounting",Course title: Google Professional Workspace Administrator
26,AI Foundations for Everyone,IBM," Human Learning, Machine Learning, Artificial Neural Networks, Deep Learning, Machine Learning Algorithms, Human Computer Interaction, Natural Language Processing, Algorithms, Applied Machine Learning, Cloud Computing, Computer Vision, IBM Cloud, Machine Learning Software, Critical Thinking, Cloud API, Computer Programming, Data Science",4.7,4.7(13K reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  Human Learning, Machine Learning, Artificial Neural Networks, Deep Learning, Machine Learning Algorithms, Human Computer Interaction, Natural Language Processing, Algorithms, Applied Machine Learning, Cloud Computing, Computer Vision, IBM Cloud, Machine Learning Software, Critical Thinking, Cloud API, Computer Programming, Data Science",Course title: AI Foundations for Everyone
519,Network Defense Essentials (NDE),EC-Council," Security Engineering, Network Security, System Security, Software Security, Cloud Computing, Security Software, Internet Of Things, Kubernetes, Mobile Security, Network Architecture, Computer Networking",4.5,4.5(52 reviews),Beginner · Course · 1 - 3 Months,"Course skills:  Security Engineering, Network Security, System Security, Software Security, Cloud Computing, Security Software, Internet Of Things, Kubernetes, Mobile Security, Network Architecture, Computer Networking",Course title: Network Defense Essentials (NDE)
263,Finance for Technical Managers,University of Colorado Boulder," Finance, Financial Analysis, Accounting, Investment Management, Cost Accounting, Leadership and Management, Financial Accounting, Financial Management, Strategy and Operations",4.7,4.7(95 reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  Finance, Financial Analysis, Accounting, Investment Management, Cost Accounting, Leadership and Management, Financial Accounting, Financial Management, Strategy and Operations",Course title: Finance for Technical Managers
50,IBM Full-Stack JavaScript Developer,IBM," Software Engineering, Computer Programming, Software Architecture, Application Development, Software Engineering Tools, Cloud Applications, Cloud Computing, Communication, DevOps, Programming Principles, Web Development, Agile Software Development, Cloud Infrastructure, Cloud-Based Integration, IBM Cloud, Kubernetes, Microarchitecture, Javascript, Continuous Delivery, Docker (Software), Front-End Web Development, Leadership and Management, Software-Defined Networking, Technical Product Management, Collaboration, Continuous Integration, Computer Science, Mergers & Acquisitions, NoSQL, Python Programming, React (web framework)",4.5,4.5(2.6K reviews),Beginner · Professional Certificate · 3 - 6 Months,"Course skills:  Software Engineering, Computer Programming, Software Architecture, Application Development, Software Engineering Tools, Cloud Applications, Cloud Computing, Communication, DevOps, Programming Principles, Web Development, Agile Software Development, Cloud Infrastructure, Cloud-Based Integration, IBM Cloud, Kubernetes, Microarchitecture, Javascript, Continuous Delivery, Docker (Software), Front-End Web Development, Leadership and Management, Software-Defined Networking, Technical Product Management, Collaboration, Continuous Integration, Computer Science, Mergers & Acquisitions, NoSQL, Python Programming, React (web framework)",Course title: IBM Full-Stack JavaScript Developer
229,Six Sigma Black Belt,University System of Georgia," Leadership and Management, Organizational Development, Strategy and Operations, General Statistics, Probability & Statistics, Operations Management, Process Analysis, Statistical Analysis, Business Analysis, Data Analysis, Project Management, Business Process Management, Performance Management, Basic Descriptive Statistics, Entrepreneurship, Statistical Tests, Problem Solving, Probability Distribution, Statistical Visualization, Strategy, Decision Making, Leadership Development, Planning, Correlation And Dependence, People Management, Communication, Customer Analysis, Marketing, Sales, Conflict Management, Customer Success, Experiment",4.6,4.6(475 reviews),Intermediate · Specialization · 3 - 6 Months,"Course skills:  Leadership and Management, Organizational Development, Strategy and Operations, General Statistics, Probability & Statistics, Operations Management, Process Analysis, Statistical Analysis, Business Analysis, Data Analysis, Project Management, Business Process Management, Performance Management, Basic Descriptive Statistics, Entrepreneurship, Statistical Tests, Problem Solving, Probability Distribution, Statistical Visualization, Strategy, Decision Making, Leadership Development, Planning, Correlation And Dependence, People Management, Communication, Customer Analysis, Marketing, Sales, Conflict Management, Customer Success, Experiment",Course title: Six Sigma Black Belt
37,Microsoft Power BI Data Analyst,Microsoft," Data Analysis, Data Management, Data Mining, Data Model, Data Visualization, Extract, Transform, Load, Microsoft Excel, Power BI, SQL",4.6,4.6(1.4K reviews),Beginner · Professional Certificate · 3 - 6 Months,"Course skills:  Data Analysis, Data Management, Data Mining, Data Model, Data Visualization, Extract, Transform, Load, Microsoft Excel, Power BI, SQL",Course title: Microsoft Power BI Data Analyst
157,Agile Project Management,Google," Agile Software Development, Software Engineering, Project Management, Scrum (Software Development), Strategy and Operations, Collaboration, Leadership and Management, Communication, Entrepreneurship, Product Management, Influencing, Problem Solving",4.8,4.8(11K reviews),Beginner · Course · 1 - 4 Weeks,"Course skills:  Agile Software Development, Software Engineering, Project Management, Scrum (Software Development), Strategy and Operations, Collaboration, Leadership and Management, Communication, Entrepreneurship, Product Management, Influencing, Problem Solving",Course title: Agile Project Management
237,Investment Management,University of Geneva," Finance, Investment Management, Leadership and Management, Financial Analysis, Risk Management, Financial Management, Market Analysis, Strategy, Decision Making, Behavioral Economics, Strategy and Operations, Correlation And Dependence, Market Research, Performance Management, Probability & Statistics, Securities Trading, Mathematical Theory & Analysis, Banking, Statistical Analysis",4.7,4.7(7.2K reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  Finance, Investment Management, Leadership and Management, Financial Analysis, Risk Management, Financial Management, Market Analysis, Strategy, Decision Making, Behavioral Economics, Strategy and Operations, Correlation And Dependence, Market Research, Performance Management, Probability & Statistics, Securities Trading, Mathematical Theory & Analysis, Banking, Statistical Analysis",Course title: Investment Management
702,Investment Banking: Financial Analysis and Valuation,University of Illinois at Urbana-Champaign," Banking, Finance, Financial Accounting, Financial Analysis, Business Analysis, Financial Management, Accounting, Investment Management, Market Analysis, Mergers & Acquisitions",4.4,4.4(88 reviews),Intermediate · Course · 1 - 3 Months,"Course skills:  Banking, Finance, Financial Accounting, Financial Analysis, Business Analysis, Financial Management, Accounting, Investment Management, Market Analysis, Mergers & Acquisitions",Course title: Investment Banking: Financial Analysis and Valuation
175,AI for Good,DeepLearning.AI," Artificial Neural Networks, Computer Vision, Exploratory Data Analysis, Machine Learning, Natural Language Processing, Python Programming",4.8,4.8(177 reviews),Beginner · Specialization · 1 - 3 Months,"Course skills:  Artificial Neural Networks, Computer Vision, Exploratory Data Analysis, Machine Learning, Natural Language Processing, Python Programming",Course title: AI for Good
624,Essential Cloud Infrastructure: Foundation - Français,Google Cloud, Google Cloud Platform,4.6,4.6(15 reviews),Intermediate · Course · 1 - 3 Months,Course skills:  Google Cloud Platform,Course title: Essential Cloud Infrastructure: Foundation - Français
397,Data Literacy,Johns Hopkins University," General Statistics, Data Analysis, Probability & Statistics, Statistical Analysis, Research and Design, Statistical Tests, Basic Descriptive Statistics, Regression, Data Visualization, Exploratory Data Analysis",4.6,4.6(206 reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  General Statistics, Data Analysis, Probability & Statistics, Statistical Analysis, Research and Design, Statistical Tests, Basic Descriptive Statistics, Regression, Data Visualization, Exploratory Data Analysis",Course title: Data Literacy
194,Machine Learning on Google Cloud,Google Cloud," Machine Learning, Applied Machine Learning, Google Cloud Platform, Human Learning, Machine Learning Software, Cloud Computing, Machine Learning Algorithms, Deep Learning, Cloud Platforms, Artificial Neural Networks, Feature Engineering, Exploratory Data Analysis, Tensorflow, Python Programming, Data Analysis, Data Visualization, Probability & Statistics, Regression, Statistical Programming, Statistical Visualization, Algorithms, SQL, Cloud API, Apache, Extract, Transform, Load",4.5,4.5(9.6K reviews),Intermediate · Specialization · 3 - 6 Months,"Course skills:  Machine Learning, Applied Machine Learning, Google Cloud Platform, Human Learning, Machine Learning Software, Cloud Computing, Machine Learning Algorithms, Deep Learning, Cloud Platforms, Artificial Neural Networks, Feature Engineering, Exploratory Data Analysis, Tensorflow, Python Programming, Data Analysis, Data Visualization, Probability & Statistics, Regression, Statistical Programming, Statistical Visualization, Algorithms, SQL, Cloud API, Apache, Extract, Transform, Load",Course title: Machine Learning on Google Cloud
626,Microsoft Azure for Data Engineering,Microsoft," Big Data, Cloud Computing, Cloud Platforms, Cloud Storage, Cloud-Based Integration, Data Architecture, Data Management, Data Warehousing, Databases, Microsoft Azure, Leadership and Management",4.5,4.5(498 reviews),Intermediate · Course · 1 - 4 Weeks,"Course skills:  Big Data, Cloud Computing, Cloud Platforms, Cloud Storage, Cloud-Based Integration, Data Architecture, Data Management, Data Warehousing, Databases, Microsoft Azure, Leadership and Management",Course title: Microsoft Azure for Data Engineering
363,The Power of Statistics,Google," General Statistics, Probability Distribution, Python Programming, Statistical Analysis",4.8,4.8(351 reviews),Advanced · Course · 1 - 3 Months,"Course skills:  General Statistics, Probability Distribution, Python Programming, Statistical Analysis",Course title: The Power of Statistics
706,Cyber Incident Response,Infosec," Computer Security Incident Management, Leadership and Management",4.7,4.7(192 reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  Computer Security Incident Management, Leadership and Management",Course title: Cyber Incident Response
632,Preparing for Google Cloud Certification: Cloud Engineer Professional Certificate en Español,Google Cloud," Strategy, Communication, Databases, Leadership and Management, Data Management, Business Analysis, Network Security, Cloud Computing, Database Administration, Market Analysis, Strategy and Operations, Media Strategy & Planning, Cloud Infrastructure, Cloud Platforms, Design and Product, Google Cloud Platform, Kubernetes, Google App Engine, Cloud Storage, Docker (Software)",4.8,4.8(1.4K reviews),Intermediate · Specialization · 3 - 6 Months,"Course skills:  Strategy, Communication, Databases, Leadership and Management, Data Management, Business Analysis, Network Security, Cloud Computing, Database Administration, Market Analysis, Strategy and Operations, Media Strategy & Planning, Cloud Infrastructure, Cloud Platforms, Design and Product, Google Cloud Platform, Kubernetes, Google App Engine, Cloud Storage, Docker (Software)",Course title: Preparing for Google Cloud Certification: Cloud Engineer Professional Certificate en Español
67,DeepLearning.AI TensorFlow Developer,DeepLearning.AI," Machine Learning, Tensorflow, Deep Learning, Machine Learning Algorithms, Artificial Neural Networks, Applied Machine Learning, Human Learning, Computer Programming, Python Programming, Machine Learning Software, Natural Language Processing, Computer Vision, Forecasting, Data Visualization, Statistical Machine Learning, Statistical Analysis",4.7,4.7(24K reviews),Intermediate · Professional Certificate · 3 - 6 Months,"Course skills:  Machine Learning, Tensorflow, Deep Learning, Machine Learning Algorithms, Artificial Neural Networks, Applied Machine Learning, Human Learning, Computer Programming, Python Programming, Machine Learning Software, Natural Language Processing, Computer Vision, Forecasting, Data Visualization, Statistical Machine Learning, Statistical Analysis",Course title: DeepLearning.AI TensorFlow Developer
345,"Teaching with Art: Using Inquiry, Activities, and Themes",The Museum of Modern Art," Critical Thinking, Creativity",4.8,4.8(1.9K reviews),Intermediate · Specialization · 3 - 6 Months,"Course skills:  Critical Thinking, Creativity","Course title: Teaching with Art: Using Inquiry, Activities, and Themes"
168,Operating Systems and You: Becoming a Power User,Google," Linux, Leadership and Management, Operating Systems",4.7,4.7(27K reviews),Beginner · Course · 1 - 3 Months,"Course skills:  Linux, Leadership and Management, Operating Systems",Course title: Operating Systems and You: Becoming a Power User
360,SQL für Data Science,"University of California, Davis", SQL,4.4,4.4(21 reviews),Beginner · Course · 1 - 4 Weeks,Course skills:  SQL,Course title: SQL für Data Science
162,"NoSQL, Big Data, and Spark Foundations",IBM," Apache, Big Data, Data Management, Distributed Computing Architecture, Databases, NoSQL, Extract, Transform, Load, SQL, Cloud Computing, Data Model, Machine Learning, Data Architecture, Database Administration, Database Design, Cloud Applications, IBM Cloud, Kubernetes, Python Programming, Data Warehousing",4.4,4.4(491 reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  Apache, Big Data, Data Management, Distributed Computing Architecture, Databases, NoSQL, Extract, Transform, Load, SQL, Cloud Computing, Data Model, Machine Learning, Data Architecture, Database Administration, Database Design, Cloud Applications, IBM Cloud, Kubernetes, Python Programming, Data Warehousing","Course title: NoSQL, Big Data, and Spark Foundations"
310,Write Professional Emails in English,Georgia Institute of Technology," Writing, Business Communication, Professional Development",4.8,4.8(17K reviews),Mixed · Course · 1 - 3 Months,"Course skills:  Writing, Business Communication, Professional Development",Course title: Write Professional Emails in English
193,Strategic Leadership and Management,University of Illinois at Urbana-Champaign," Leadership and Management, Strategy and Operations, Strategy, Leadership Development, Decision Making, Entrepreneurship, Organizational Development, Business Analysis, Business Process Management, Change Management, Business Design, Business Development, Business Transformation, Critical Thinking, Culture, Performance Management, Problem Solving, Operations Management, Human Resources, Marketing, Operational Analysis, Sales, Adaptability, Conflict Management, Influencing, Negotiation, Business Psychology, Research and Design",4.8,4.8(8.8K reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  Leadership and Management, Strategy and Operations, Strategy, Leadership Development, Decision Making, Entrepreneurship, Organizational Development, Business Analysis, Business Process Management, Change Management, Business Design, Business Development, Business Transformation, Critical Thinking, Culture, Performance Management, Problem Solving, Operations Management, Human Resources, Marketing, Operational Analysis, Sales, Adaptability, Conflict Management, Influencing, Negotiation, Business Psychology, Research and Design",Course title: Strategic Leadership and Management
152,Reinforcement Learning,University of Alberta," Machine Learning, Reinforcement Learning, Algorithms, Human Learning, Machine Learning Algorithms, Applied Machine Learning, Computer Programming, Python Programming, Statistical Machine Learning, Statistical Programming, Artificial Neural Networks, Planning, Decision Making",4.7,4.7(3.3K reviews),Intermediate · Specialization · 3 - 6 Months,"Course skills:  Machine Learning, Reinforcement Learning, Algorithms, Human Learning, Machine Learning Algorithms, Applied Machine Learning, Computer Programming, Python Programming, Statistical Machine Learning, Statistical Programming, Artificial Neural Networks, Planning, Decision Making",Course title: Reinforcement Learning
365,Foundations of Data Science: K-Means Clustering in Python,University of London," Data Analysis, Computer Programming, Python Programming, Statistical Analysis, Statistical Programming, Basic Descriptive Statistics, Data Visualization, General Statistics, Machine Learning, Machine Learning Algorithms",4.6,4.6(628 reviews),Beginner · Course · 1 - 3 Months,"Course skills:  Data Analysis, Computer Programming, Python Programming, Statistical Analysis, Statistical Programming, Basic Descriptive Statistics, Data Visualization, General Statistics, Machine Learning, Machine Learning Algorithms",Course title: Foundations of Data Science: K-Means Clustering in Python
377,The Path to Insights: Data Models and Pipelines,Google," Data Management, Data Model, Extract, Transform, Load",4.7,4.7(313 reviews),Advanced · Course · 1 - 4 Weeks,"Course skills:  Data Management, Data Model, Extract, Transform, Load",Course title: The Path to Insights: Data Models and Pipelines
226,Scrum Master Certification,LearnQuest," Agile Software Development, Scrum (Software Development), Project Management, Software Engineering, Continuous Delivery, Product Development, Continuous Integration, Leadership and Management, Product Management, Collaboration, Software Testing, Strategy, Application Development, DevOps, Product Lifecycle, Planning, Software Engineering Tools, System Software, Devops Tools, Performance Management, Risk Management",4.7,4.7(2.6K reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  Agile Software Development, Scrum (Software Development), Project Management, Software Engineering, Continuous Delivery, Product Development, Continuous Integration, Leadership and Management, Product Management, Collaboration, Software Testing, Strategy, Application Development, DevOps, Product Lifecycle, Planning, Software Engineering Tools, System Software, Devops Tools, Performance Management, Risk Management",Course title: Scrum Master Certification
511,Cybersecurity Operations Fundamentals,Cisco Learning and Certifications," Network Security, Operations Management",4.7,4.7(173 reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  Network Security, Operations Management",Course title: Cybersecurity Operations Fundamentals
563,Configuration Management and the Cloud,Google," Cloud Computing, Cloud Platforms, Google Cloud Platform, Leadership and Management",4.7,4.7(2.4K reviews),Beginner · Course · 1 - 4 Weeks,"Course skills:  Cloud Computing, Cloud Platforms, Google Cloud Platform, Leadership and Management",Course title: Configuration Management and the Cloud
103,Architecting with Google Compute Engine,Google Cloud," Cloud Applications, Cloud Computing, Google Cloud Platform, Cloud Infrastructure, Cloud Platforms, Cloud Management, Other Cloud Platforms and Tools, Cloud Engineering, Cloud Storage, Cloud-Based Integration, Computer Networking, DevOps, Google App Engine, Network Architecture, Computer Programming, Kubernetes, Leadership and Management",4.7,4.7(57K reviews),Intermediate · Specialization · 3 - 6 Months,"Course skills:  Cloud Applications, Cloud Computing, Google Cloud Platform, Cloud Infrastructure, Cloud Platforms, Cloud Management, Other Cloud Platforms and Tools, Cloud Engineering, Cloud Storage, Cloud-Based Integration, Computer Networking, DevOps, Google App Engine, Network Architecture, Computer Programming, Kubernetes, Leadership and Management",Course title: Architecting with Google Compute Engine
452,Statistical Inference and Hypothesis Testing in Data Science Applications,University of Colorado Boulder," General Statistics, Probability & Statistics, Statistical Tests",4.8,4.8(31 reviews),Intermediate · Course · 1 - 3 Months,"Course skills:  General Statistics, Probability & Statistics, Statistical Tests",Course title: Statistical Inference and Hypothesis Testing in Data Science Applications
74,Meta iOS Developer,Meta," Mobile Development, Swift Programming, iOS Development, Computer Programming, Mobile Development Tools, React (web framework), Application Development, Software Engineering, Data Structures, User Experience, User Experience Design, Web Development, Computer Programming Tools, Software Engineering Tools, Front-End Web Development, Algorithms, Computer Science, Interactive Design, Javascript, Collaboration, Communication, Data Management, Django (Web Framework), Human Computer Interaction, Linux, Problem Solving, Product Design, Software Architecture, Web Design",4.7,4.7(5.3K reviews),Beginner · Professional Certificate · 3 - 6 Months,"Course skills:  Mobile Development, Swift Programming, iOS Development, Computer Programming, Mobile Development Tools, React (web framework), Application Development, Software Engineering, Data Structures, User Experience, User Experience Design, Web Development, Computer Programming Tools, Software Engineering Tools, Front-End Web Development, Algorithms, Computer Science, Interactive Design, Javascript, Collaboration, Communication, Data Management, Django (Web Framework), Human Computer Interaction, Linux, Problem Solving, Product Design, Software Architecture, Web Design",Course title: Meta iOS Developer
675,How Entrepreneurs in Emerging Markets can master the Blockchain Technology,University of Cape Town," BlockChain, Cryptography, Entrepreneurship",4.6,4.6(39 reviews),Beginner · Course · 1 - 4 Weeks,"Course skills:  BlockChain, Cryptography, Entrepreneurship",Course title: How Entrepreneurs in Emerging Markets can master the Blockchain Technology
705,Digital Manufacturing & Design Technology,University at Buffalo," Design and Product, Leadership and Management, Product Lifecycle, Product Management, Strategy and Operations, Product Development, Business Process Management, Product Design, Supply Chain Systems, Data Management, Systems Design, Computer Networking, Supply Chain and Logistics, Human Computer Interaction, Process Analysis, Technical Product Management, Data Analysis, Project Management, System Security, Business Transformation, Cloud Computing, Cyberattacks, Operations Management, Security Engineering, Big Data, Cloud Storage, Communication, Computer Architecture, Computer Security Models, Network Security, Security Software, Security Strategy, Software Security, Supplier Relationship Management, Data Analysis Software, Digital Marketing, Machine Learning, Computer Security Incident Management, Data Visualization, Internet Of Things, Software Engineering, Exploratory Data Analysis, Business Communication, Marketing",4.6,4.6(6.6K reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  Design and Product, Leadership and Management, Product Lifecycle, Product Management, Strategy and Operations, Product Development, Business Process Management, Product Design, Supply Chain Systems, Data Management, Systems Design, Computer Networking, Supply Chain and Logistics, Human Computer Interaction, Process Analysis, Technical Product Management, Data Analysis, Project Management, System Security, Business Transformation, Cloud Computing, Cyberattacks, Operations Management, Security Engineering, Big Data, Cloud Storage, Communication, Computer Architecture, Computer Security Models, Network Security, Security Software, Security Strategy, Software Security, Supplier Relationship Management, Data Analysis Software, Digital Marketing, Machine Learning, Computer Security Incident Management, Data Visualization, Internet Of Things, Software Engineering, Exploratory Data Analysis, Business Communication, Marketing",Course title: Digital Manufacturing & Design Technology
119,"Data Engineering, Big Data, and Machine Learning on GCP",Google Cloud," Google Cloud Platform, Cloud Computing, Cloud Platforms, Big Data, Data Analysis, Data Management, Applied Machine Learning, Data Warehousing, Machine Learning, SQL, Cloud Storage, Data Architecture, Human Learning, Machine Learning Algorithms, Machine Learning Software, Algorithms, Cloud Applications, Cloud Infrastructure, Distributed Computing Architecture, Apache, Python Programming, Warehouse Management, Feature Engineering, Statistical Programming, Tensorflow",4.6,4.6(18K reviews),Intermediate · Specialization · 3 - 6 Months,"Course skills:  Google Cloud Platform, Cloud Computing, Cloud Platforms, Big Data, Data Analysis, Data Management, Applied Machine Learning, Data Warehousing, Machine Learning, SQL, Cloud Storage, Data Architecture, Human Learning, Machine Learning Algorithms, Machine Learning Software, Algorithms, Cloud Applications, Cloud Infrastructure, Distributed Computing Architecture, Apache, Python Programming, Warehouse Management, Feature Engineering, Statistical Programming, Tensorflow","Course title: Data Engineering, Big Data, and Machine Learning on GCP"
634,TensorFlow on Google Cloud,Google Cloud," Applied Machine Learning, Deep Learning, Machine Learning, Tensorflow, Google Cloud Platform, Artificial Neural Networks, Human Learning, Machine Learning Software, Python Programming, Cloud Computing, Cloud Platforms",4.4,4.4(2.7K reviews),Intermediate · Course · 1 - 3 Months,"Course skills:  Applied Machine Learning, Deep Learning, Machine Learning, Tensorflow, Google Cloud Platform, Artificial Neural Networks, Human Learning, Machine Learning Software, Python Programming, Cloud Computing, Cloud Platforms",Course title: TensorFlow on Google Cloud
475,Executive Data Science Capstone,Johns Hopkins University," Data Analysis, Data Management, Leadership and Management",4.7,4.7(1.5K reviews),Mixed · Course · 1 - 4 Weeks,"Course skills:  Data Analysis, Data Management, Leadership and Management",Course title: Executive Data Science Capstone
690,UI / UX Design,California Institute of the Arts," Design and Product, Front-End Web Development, Graphic Design, Human Computer Interaction, Research and Design, User Experience, User Experience Design, User Research, Visual Design, Visualization (Computer Graphics), Web Design, Strategy",4.7,4.7(7.3K reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  Design and Product, Front-End Web Development, Graphic Design, Human Computer Interaction, Research and Design, User Experience, User Experience Design, User Research, Visual Design, Visualization (Computer Graphics), Web Design, Strategy",Course title: UI / UX Design
207,Introduction to Calculus,The University of Sydney," Algebra, Calculus, Mathematical Theory & Analysis, Mathematics, Problem Solving, Computational Logic, Critical Thinking, Differential Equations, Plot (Graphics), Linear Algebra",4.8,4.8(3.5K reviews),Intermediate · Course · 1 - 3 Months,"Course skills:  Algebra, Calculus, Mathematical Theory & Analysis, Mathematics, Problem Solving, Computational Logic, Critical Thinking, Differential Equations, Plot (Graphics), Linear Algebra",Course title: Introduction to Calculus
720,Security & Safety Challenges in a Globalized World,Universiteit Leiden, Risk Management,4.8,4.8(404 reviews),Beginner · Course · 1 - 3 Months,Course skills:  Risk Management,Course title: Security & Safety Challenges in a Globalized World
402,Linear Algebra for Data Science Using Python,Howard University," Mathematics, Algebra",3.9,3.9(28 reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  Mathematics, Algebra",Course title: Linear Algebra for Data Science Using Python
385,Data-driven Decision Making,PwC," Big Data, Business Analysis, Data Analysis, Data Management, Data Visualization, Decision Making, Business Process Management, Critical Thinking, Data Analysis Software, Data Structures",4.6,4.6(6K reviews),Beginner · Course · 1 - 4 Weeks,"Course skills:  Big Data, Business Analysis, Data Analysis, Data Management, Data Visualization, Decision Making, Business Process Management, Critical Thinking, Data Analysis Software, Data Structures",Course title: Data-driven Decision Making
470,Command Line Tools for Genomic Data Science,Johns Hopkins University," Bioinformatics, Computer Programming, Data Analysis, Computer Programming Tools, Data Analysis Software, Exploratory Data Analysis, Operating Systems, Computational Thinking, Programming Principles, Problem Solving",4.0,4.0(540 reviews),Mixed · Course · 1 - 4 Weeks,"Course skills:  Bioinformatics, Computer Programming, Data Analysis, Computer Programming Tools, Data Analysis Software, Exploratory Data Analysis, Operating Systems, Computational Thinking, Programming Principles, Problem Solving",Course title: Command Line Tools for Genomic Data Science
8,Google UX Design,Google," User Experience, User Experience Design, User Research, Audit, Collaboration, Human Computer Interaction, Planning, Product Design, Product Development, Social Media, Web Design, Web Development Tools",4.8,4.8(75K reviews),Beginner · Professional Certificate · 3 - 6 Months,"Course skills:  User Experience, User Experience Design, User Research, Audit, Collaboration, Human Computer Interaction, Planning, Product Design, Product Development, Social Media, Web Design, Web Development Tools",Course title: Google UX Design
